time,node-i,node-j
2425,98,112
2425,99,112
2425,104,113
2425,108,111
2425,111,235
2425,116,210
2425,119,214
2425,131,132
2425,131,148
2425,132,148
2425,138,223
2425,162,237
2425,204,207
2426,0,34
2426,6,48
2426,6,235
2426,8,98
2426,8,112
2426,9,19
2426,13,16
2426,13,200
2426,16,200
2426,20,71
2426,20,94
2426,23,179
2426,33,119
2426,36,52
2426,36,193
2426,36,198
2426,36,208
2426,48,235
2426,51,119
2426,52,193
2426,52,198
2426,54,160
2426,55,194
2426,61,99
2426,65,116
2426,65,210
2426,72,78
2426,72,197
2426,78,83
2426,78,122
2426,78,170
2426,80,227
2426,87,227
2426,90,222
2426,97,200
2426,98,99
2426,98,112
2426,99,112
2426,104,113
2426,115,203
2426,116,210
2426,118,209
2426,119,214
2426,131,132
2426,131,148
2426,132,148
2426,138,223
2426,154,157
2426,158,177
2426,158,232
2426,177,227
2426,193,198
2426,204,207
2427,13,16
2427,13,200
2427,15,61
2427,16,53
2427,16,200
2427,20,71
2427,26,41
2427,33,214
2427,36,198
2427,48,235
2427,52,98
2427,52,193
2427,52,198
2427,52,208
2427,53,200
2427,55,62
2427,55,234
2427,56,163
2427,56,197
2427,61,98
2427,68,163
2427,68,228
2427,80,227
2427,87,227
2427,97,200
2427,98,99
2427,98,112
2427,99,112
2427,104,108
2427,104,111
2427,108,235
2427,111,235
2427,115,203
2427,116,210
2427,118,202
2427,119,203
2427,131,132
2427,132,175
2427,138,223
2427,158,177
2427,159,181
2427,162,237
2427,163,228
2427,168,197
2427,177,232
2427,198,225
2427,203,214
2427,204,207
2428,8,61
2428,9,179
2428,13,16
2428,13,200
2428,16,53
2428,16,200
2428,19,179
2428,26,41
2428,30,86
2428,53,200
2428,55,62
2428,56,72
2428,56,163
2428,58,171
2428,65,116
2428,65,210
2428,68,228
2428,72,168
2428,78,154
2428,80,87
2428,80,227
2428,87,227
2428,97,112
2428,98,99
2428,104,108
2428,104,111
2428,104,113
2428,104,235
2428,108,235
2428,115,203
2428,116,168
2428,116,210
2428,118,130
2428,118,211
2428,130,222
2428,131,132
2428,132,148
2428,132,175
2428,138,223
2428,148,175
2428,149,202
2428,158,177
2428,158,232
2428,162,204
2428,162,207
2428,162,237
2428,177,201
2428,177,232
2428,203,214
2428,204,207
2429,8,61
2429,8,112
2429,9,19
2429,13,16
2429,15,61
2429,16,53
2429,19,179
2429,26,41
2429,28,71
2429,32,41
2429,48,235
2429,53,200
2429,55,194
2429,56,163
2429,56,197
2429,65,116
2429,68,82
2429,68,228
2429,80,227
2429,82,228
2429,97,112
2429,97,200
2429,98,99
2429,104,108
2429,104,111
2429,104,113
2429,104,235
2429,108,111
2429,108,235
2429,111,235
2429,115,214
2429,116,210
2429,118,162
2429,118,207
2429,130,149
2429,130,222
2429,131,132
2429,138,223
2429,154,181
2429,158,177
2429,162,204
2429,162,207
2429,162,237
2429,163,197
2429,177,201
2429,177,232
2429,201,232
2429,204,207
2429,204,237
2429,207,237
2430,8,112
2430,9,19
2430,13,16
2430,13,97
2430,16,97
2430,23,179
2430,32,41
2430,48,235
2430,53,200
2430,56,163
2430,68,82
2430,68,228
2430,72,168
2430,82,228
2430,87,227
2430,88,149
2430,97,112
2430,97,200
2430,98,99
2430,115,203
2430,116,197
2430,116,210
2430,118,162
2430,118,207
2430,118,237
2430,130,149
2430,133,232
2430,138,223
2430,162,207
2430,175,204
2430,177,232
2430,201,232
2430,202,230
2430,204,207
2430,204,237
2430,207,237
2431,9,19
2431,11,114
2431,13,97
2431,32,41
2431,48,235
2431,53,200
2431,62,90
2431,65,116
2431,68,170
2431,68,228
2431,78,149
2431,80,87
2431,83,223
2431,90,130
2431,90,222
2431,97,200
2431,98,99
2431,98,112
2431,99,112
2431,104,108
2431,104,111
2431,108,111
2431,115,203
2431,116,163
2431,116,197
2431,116,210
2431,118,162
2431,138,223
2431,158,201
2431,158,232
2431,168,197
2431,170,197
2431,170,228
2431,175,204
2431,175,237
2431,177,232
2431,201,232
2431,202,230
2432,0,8
2432,2,28
2432,6,48
2432,13,16
2432,16,71
2432,16,97
2432,16,200
2432,19,179
2432,20,94
2432,51,115
2432,51,119
2432,51,203
2432,55,62
2432,56,65
2432,56,116
2432,56,163
2432,62,222
2432,65,116
2432,68,228
2432,87,90
2432,97,200
2432,98,99
2432,98,112
2432,108,111
2432,115,203
2432,116,163
2432,118,162
2432,131,132
2432,138,223
2432,154,194
2432,158,201
2432,168,210
2432,175,207
2432,177,201
2432,177,232
2432,194,234
2432,202,211
2432,202,230
2432,204,207
2432,204,237
2433,2,28
2433,8,112
2433,13,16
2433,15,61
2433,15,99
2433,16,53
2433,16,200
2433,23,25
2433,32,41
2433,36,52
2433,51,115
2433,51,119
2433,53,112
2433,53,200
2433,56,116
2433,56,168
2433,56,197
2433,56,210
2433,65,116
2433,68,82
2433,68,228
2433,88,149
2433,98,99
2433,104,111
2433,108,111
2433,108,235
2433,111,235
2433,115,203
2433,116,163
2433,116,197
2433,122,175
2433,138,154
2433,138,223
2433,149,209
2433,154,157
2433,158,177
2433,158,232
2433,168,210
2433,175,204
2433,175,207
2433,194,234
2433,194,237
2433,197,210
2433,211,230
2434,8,99
2434,13,16
2434,15,61
2434,16,53
2434,16,71
2434,16,112
2434,19,25
2434,19,179
2434,23,179
2434,30,114
2434,33,115
2434,33,203
2434,36,52
2434,36,193
2434,53,112
2434,53,200
2434,55,62
2434,56,197
2434,56,210
2434,62,130
2434,65,116
2434,68,82
2434,68,228
2434,72,210
2434,80,227
2434,83,237
2434,90,222
2434,97,112
2434,97,200
2434,98,99
2434,104,111
2434,104,113
2434,104,235
2434,113,235
2434,115,119
2434,115,203
2434,118,228
2434,122,220
2434,130,222
2434,131,132
2434,133,177
2434,138,201
2434,138,223
2434,154,181
2434,163,168
2434,163,170
2434,170,197
2434,170,210
2434,175,204
2434,197,210
2434,201,223
2434,211,230
2435,13,16
2435,15,61
2435,15,112
2435,16,47
2435,19,25
2435,19,179
2435,32,41
2435,32,70
2435,33,51
2435,33,119
2435,34,86
2435,36,52
2435,36,193
2435,48,104
2435,51,115
2435,51,119
2435,53,200
2435,56,197
2435,56,210
2435,68,82
2435,68,228
2435,72,170
2435,80,202
2435,80,227
2435,83,237
2435,90,222
2435,97,98
2435,97,112
2435,97,200
2435,98,99
2435,104,108
2435,104,111
2435,104,113
2435,108,111
2435,108,113
2435,108,235
2435,115,203
2435,118,149
2435,119,203
2435,131,148
2435,133,177
2435,138,223
2435,149,209
2435,157,163
2435,157,210
2435,162,194
2435,162,234
2435,163,170
2435,170,197
2435,170,210
2435,171,204
2435,171,234
2435,175,194
2435,194,234
2435,202,227
2435,203,214
2435,211,230
2436,2,28
2436,6,48
2436,13,16
2436,13,200
2436,15,61
2436,16,71
2436,16,200
2436,19,179
2436,25,179
2436,36,52
2436,36,160
2436,48,235
2436,51,119
2436,53,200
2436,54,160
2436,56,163
2436,56,210
2436,62,162
2436,68,228
2436,78,220
2436,80,149
2436,83,116
2436,83,237
2436,97,112
2436,98,99
2436,104,111
2436,104,235
2436,108,111
2436,108,235
2436,113,235
2436,114,115
2436,115,119
2436,115,203
2436,130,222
2436,133,177
2436,133,202
2436,136,179
2436,138,223
2436,157,168
2436,157,181
2436,162,171
2436,162,175
2436,162,194
2436,168,181
2436,171,204
2436,171,207
2436,175,194
2436,177,202
2436,193,208
2436,204,207
2436,207,237
2436,211,241
2436,223,234
2436,230,241
2437,6,48
2437,9,179
2437,15,61
2437,16,97
2437,19,179
2437,26,70
2437,32,70
2437,36,52
2437,36,193
2437,51,203
2437,56,163
2437,56,210
2437,68,228
2437,72,170
2437,83,237
2437,87,149
2437,87,222
2437,88,211
2437,90,130
2437,90,149
2437,90,222
2437,97,98
2437,97,112
2437,97,200
2437,99,112
2437,104,108
2437,104,111
2437,108,111
2437,115,203
2437,124,220
2437,130,149
2437,130,222
2437,133,232
2437,136,179
2437,138,223
2437,149,222
2437,158,201
2437,163,197
2437,163,210
2437,177,202
2437,197,210
2437,198,208
2437,201,232
2437,209,230
2438,2,28
2438,6,48
2438,6,235
2438,15,61
2438,27,41
2438,32,70
2438,33,119
2438,36,52
2438,36,160
2438,47,200
2438,48,104
2438,48,108
2438,48,235
2438,51,115
2438,51,203
2438,51,214
2438,56,163
2438,56,210
2438,62,194
2438,68,228
2438,72,197
2438,78,122
2438,78,220
2438,78,234
2438,80,227
2438,83,207
2438,83,237
2438,88,211
2438,90,149
2438,97,200
2438,98,99
2438,104,108
2438,104,111
2438,104,113
2438,108,111
2438,108,235
2438,111,235
2438,115,119
2438,118,228
2438,119,203
2438,122,220
2438,130,149
2438,130,222
2438,132,148
2438,133,177
2438,136,179
2438,138,201
2438,138,223
2438,149,222
2438,149,230
2438,154,157
2438,157,181
2438,175,204
2438,175,207
2438,177,202
2438,207,237
2438,209,211
2438,211,241
2439,2,28
2439,6,235
2439,13,16
2439,13,97
2439,15,61
2439,16,97
2439,32,41
2439,33,119
2439,33,203
2439,36,52
2439,47,97
2439,48,235
2439,51,115
2439,56,210
2439,68,82
2439,68,228
2439,80,227
2439,82,228
2439,83,207
2439,83,237
2439,87,158
2439,88,130
2439,88,211
2439,90,149
2439,90,222
2439,90,230
2439,97,200
2439,98,99
2439,99,112
2439,108,113
2439,108,235
2439,115,203
2439,116,237
2439,130,241
2439,132,148
2439,133,177
2439,136,179
2439,138,223
2439,149,222
2439,149,230
2439,157,181
2439,162,171
2439,170,197
2439,171,197
2439,194,237
2439,207,237
2439,209,241
2439,222,230
2439,223,234
2440,2,28
2440,13,16
2440,13,97
2440,15,61
2440,16,97
2440,16,200
2440,33,203
2440,36,198
2440,48,235
2440,51,203
2440,56,210
2440,62,175
2440,62,194
2440,68,82
2440,68,228
2440,80,227
2440,83,194
2440,83,237
2440,90,149
2440,90,222
2440,90,230
2440,98,112
2440,99,112
2440,111,113
2440,115,203
2440,130,211
2440,130,241
2440,132,148
2440,133,177
2440,136,179
2440,138,223
2440,138,234
2440,149,222
2440,149,230
2440,170,197
2440,171,197
2440,202,211
2440,211,241
2440,222,230
2440,223,234
2441,2,28
2441,13,16
2441,13,47
2441,13,97
2441,13,200
2441,15,61
2441,16,97
2441,16,200
2441,33,203
2441,47,97
2441,48,235
2441,56,163
2441,56,210
2441,62,148
2441,62,162
2441,62,194
2441,68,228
2441,72,163
2441,80,87
2441,82,118
2441,83,237
2441,88,168
2441,90,222
2441,97,200
2441,98,99
2441,98,112
2441,99,200
2441,104,108
2441,104,111
2441,104,113
2441,104,235
2441,108,111
2441,108,113
2441,108,235
2441,114,115
2441,115,119
2441,130,211
2441,132,171
2441,133,177
2441,136,179
2441,138,223
2441,138,234
2441,148,194
2441,149,230
2441,154,157
2441,157,181
2441,163,202
2441,163,210
2441,170,202
2441,201,220
2441,209,211
2441,211,241
2441,220,234
2441,223,234
2442,2,28
2442,8,99
2442,9,179
2442,16,97
2442,16,200
2442,34,114
2442,35,114
2442,36,52
2442,48,104
2442,55,132
2442,55,194
2442,56,170
2442,56,210
2442,65,116
2442,68,228
2442,72,170
2442,72,197
2442,80,227
2442,82,118
2442,83,237
2442,97,200
2442,98,112
2442,99,112
2442,99,200
2442,104,111
2442,111,113
2442,111,235
2442,114,115
2442,115,119
2442,130,241
2442,131,168
2442,132,194
2442,133,177
2442,136,179
2442,138,207
2442,138,223
2442,138,234
2442,148,162
2442,149,230
2442,157,181
2442,158,177
2442,163,202
2442,170,197
2442,177,201
2442,201,232
2442,209,211
2442,209,241
2442,220,234
2442,223,234
2443,2,28
2443,9,179
2443,13,97
2443,15,61
2443,15,112
2443,16,97
2443,16,200
2443,33,203
2443,34,114
2443,48,104
2443,48,235
2443,51,203
2443,55,58
2443,55,132
2443,55,194
2443,56,210
2443,58,171
2443,62,222
2443,62,241
2443,65,116
2443,68,82
2443,68,197
2443,68,228
2443,72,210
2443,80,227
2443,82,197
2443,83,237
2443,97,200
2443,98,99
2443,98,112
2443,99,112
2443,104,108
2443,104,111
2443,104,113
2443,108,111
2443,108,113
2443,111,113
2443,114,115
2443,115,203
2443,122,220
2443,130,241
2443,131,148
2443,132,194
2443,133,159
2443,133,177
2443,136,179
2443,138,223
2443,138,234
2443,149,230
2443,163,202
2443,201,232
2443,209,211
2443,209,222
2443,211,222
2443,223,234
2444,2,28
2444,9,23
2444,9,136
2444,9,179
2444,15,61
2444,23,179
2444,41,70
2444,47,97
2444,47,200
2444,48,235
2444,51,119
2444,55,58
2444,55,171
2444,56,210
2444,58,171
2444,62,222
2444,65,116
2444,68,82
2444,68,122
2444,68,228
2444,72,210
2444,78,122
2444,80,227
2444,82,228
2444,83,237
2444,87,159
2444,90,211
2444,97,200
2444,98,99
2444,98,112
2444,99,112
2444,114,115
2444,118,154
2444,118,177
2444,130,222
2444,131,132
2444,131,148
2444,132,148
2444,132,202
2444,133,177
2444,136,179
2444,138,223
2444,138,234
2444,149,230
2444,163,202
2444,170,207
2444,193,198
2444,201,232
2444,204,207
2444,209,211
2444,211,222
2444,220,232
2444,222,241
2444,223,234
2445,0,11
2445,2,28
2445,9,136
2445,11,114
2445,15,61
2445,16,47
2445,16,53
2445,20,71
2445,20,94
2445,23,136
2445,23,179
2445,25,179
2445,30,114
2445,34,114
2445,51,203
2445,53,200
2445,55,58
2445,56,58
2445,56,210
2445,58,62
2445,58,194
2445,62,194
2445,65,116
2445,68,82
2445,68,228
2445,82,228
2445,83,237
2445,87,154
2445,98,99
2445,98,112
2445,99,112
2445,104,108
2445,104,111
2445,104,235
2445,108,235
2445,114,115
2445,115,203
2445,116,162
2445,118,207
2445,130,209
2445,131,132
2445,131,148
2445,132,148
2445,133,177
2445,133,232
2445,136,179
2445,138,223
2445,138,234
2445,149,230
2445,158,177
2445,158,232
2445,163,202
2445,170,197
2445,177,232
2445,211,222
2445,223,234
2446,9,136
2446,13,97
2446,15,61
2446,15,112
2446,16,53
2446,16,200
2446,19,179
2446,23,136
2446,25,179
2446,33,203
2446,51,115
2446,51,119
2446,51,203
2446,53,97
2446,56,58
2446,58,210
2446,62,88
2446,62,194
2446,68,228
2446,72,197
2446,78,122
2446,78,131
2446,80,227
2446,83,237
2446,87,149
2446,97,200
2446,98,99
2446,98,112
2446,99,112
2446,104,108
2446,104,111
2446,104,113
2446,104,235
2446,108,111
2446,108,235
2446,111,235
2446,113,235
2446,114,115
2446,115,119
2446,115,203
2446,124,204
2446,131,132
2446,131,220
2446,133,177
2446,138,201
2446,138,223
2446,138,234
2446,148,163
2446,149,230
2446,170,197
2446,193,198
2446,204,207
2446,204,220
2446,204,234
2446,209,211
2446,223,234
2447,9,136
2447,15,61
2447,15,112
2447,16,47
2447,16,53
2447,16,97
2447,16,200
2447,19,136
2447,23,136
2447,25,179
2447,51,115
2447,51,119
2447,51,203
2447,53,97
2447,53,200
2447,56,210
2447,58,210
2447,62,90
2447,62,131
2447,62,148
2447,68,228
2447,72,170
2447,80,227
2447,82,230
2447,83,237
2447,87,118
2447,87,170
2447,90,130
2447,90,131
2447,97,200
2447,98,99
2447,98,112
2447,99,112
2447,104,108
2447,104,111
2447,104,113
2447,104,235
2447,108,111
2447,108,113
2447,108,235
2447,111,235
2447,113,235
2447,115,119
2447,115,203
2447,122,177
2447,133,177
2447,136,179
2447,138,223
2447,138,234
2447,149,230
2447,159,201
2447,163,171
2447,204,207
2447,209,211
2447,211,237
2447,223,234
2448,6,48
2448,15,61
2448,16,47
2448,16,53
2448,16,97
2448,16,200
2448,23,179
2448,47,97
2448,51,115
2448,51,203
2448,53,97
2448,55,133
2448,56,210
2448,58,82
2448,58,197
2448,58,204
2448,62,148
2448,68,228
2448,80,227
2448,90,130
2448,97,200
2448,98,99
2448,98,112
2448,99,112
2448,104,108
2448,104,111
2448,104,113
2448,108,113
2448,115,203
2448,116,175
2448,118,170
2448,118,204
2448,136,179
2448,138,223
2448,138,234
2448,148,194
2448,149,230
2448,163,171
2448,170,197
2448,171,202
2448,204,207
2448,209,211
2448,223,234
2449,15,61
2449,15,112
2449,16,47
2449,16,97
2449,25,179
2449,34,114
2449,36,160
2449,47,97
2449,51,203
2449,55,177
2449,56,170
2449,56,210
2449,58,197
2449,62,131
2449,65,207
2449,68,228
2449,83,204
2449,83,207
2449,98,99
2449,98,112
2449,99,112
2449,104,108
2449,104,111
2449,108,111
2449,115,203
2449,116,204
2449,119,203
2449,131,148
2449,136,179
2449,138,220
2449,138,223
2449,149,230
2449,151,200
2449,159,181
2449,170,210
2449,171,202
2449,177,201
2449,204,207
2449,209,237
2449,211,237
2449,222,237
2449,222,241
2450,6,48
2450,8,99
2450,15,61
2450,16,47
2450,16,53
2450,19,23
2450,23,179
2450,27,41
2450,34,86
2450,34,114
2450,48,104
2450,48,235
2450,51,119
2450,51,203
2450,55,201
2450,55,232
2450,56,170
2450,56,210
2450,58,170
2450,58,197
2450,58,210
2450,62,131
2450,62,132
2450,62,194
2450,68,82
2450,68,170
2450,68,228
2450,78,220
2450,80,227
2450,82,228
2450,83,204
2450,83,207
2450,88,90
2450,90,131
2450,98,99
2450,98,112
2450,99,112
2450,104,108
2450,104,111
2450,104,235
2450,108,111
2450,108,235
2450,111,235
2450,115,119
2450,115,203
2450,130,209
2450,131,132
2450,133,177
2450,138,223
2450,148,194
2450,149,230
2450,170,210
2450,171,202
2450,177,201
2450,197,207
2450,201,232
2450,203,214
2450,204,207
2450,220,234
2450,237,241
2451,15,61
2451,15,99
2451,16,47
2451,16,53
2451,16,97
2451,19,23
2451,23,136
2451,23,179
2451,27,41
2451,47,97
2451,48,104
2451,48,235
2451,51,115
2451,53,97
2451,55,177
2451,56,58
2451,56,210
2451,58,210
2451,62,194
2451,72,228
2451,78,220
2451,78,234
2451,82,228
2451,83,204
2451,83,207
2451,83,220
2451,83,223
2451,88,90
2451,88,222
2451,98,99
2451,98,112
2451,99,112
2451,104,108
2451,104,111
2451,104,235
2451,108,111
2451,108,235
2451,113,235
2451,115,203
2451,116,148
2451,118,228
2451,122,234
2451,130,209
2451,131,132
2451,131,197
2451,132,148
2451,133,232
2451,136,179
2451,138,204
2451,138,207
2451,138,223
2451,149,230
2451,154,159
2451,163,171
2451,163,202
2451,171,202
2451,204,207
2451,207,220
2451,209,211
2451,211,222
2451,220,234
2451,237,241
2452,6,48
2452,15,61
2452,15,112
2452,23,136
2452,23,179
2452,27,41
2452,28,71
2452,36,160
2452,47,97
2452,47,200
2452,51,115
2452,51,203
2452,53,200
2452,55,133
2452,55,177
2452,56,58
2452,56,210
2452,58,210
2452,62,116
2452,62,194
2452,68,82
2452,68,228
2452,72,87
2452,72,210
2452,78,122
2452,80,227
2452,82,228
2452,87,168
2452,88,90
2452,97,200
2452,98,99
2452,98,112
2452,99,112
2452,104,108
2452,104,235
2452,108,111
2452,108,113
2452,108,235
2452,111,113
2452,115,203
2452,124,204
2452,130,209
2452,132,148
2452,133,177
2452,138,204
2452,138,223
2452,149,230
2452,163,202
2452,170,197
2452,170,207
2452,181,201
2452,197,207
2452,204,207
2453,6,48
2453,15,61
2453,16,47
2453,16,97
2453,23,136
2453,23,179
2453,27,41
2453,30,114
2453,33,203
2453,36,160
2453,51,115
2453,51,119
2453,51,203
2453,55,177
2453,56,210
2453,58,62
2453,68,82
2453,68,228
2453,82,228
2453,83,138
2453,83,207
2453,83,223
2453,86,114
2453,87,168
2453,87,210
2453,88,90
2453,88,222
2453,90,130
2453,90,222
2453,97,200
2453,98,99
2453,98,112
2453,99,112
2453,104,111
2453,104,113
2453,108,111
2453,111,113
2453,115,119
2453,115,203
2453,115,214
2453,130,222
2453,131,132
2453,131,148
2453,133,158
2453,133,177
2453,138,207
2453,138,223
2453,149,230
2453,158,177
2453,158,201
2453,159,181
2453,163,202
2453,171,202
2453,177,201
2453,207,223
2453,220,223
2454,6,48
2454,15,61
2454,16,47
2454,16,53
2454,16,97
2454,16,200
2454,23,179
2454,27,41
2454,30,34
2454,33,203
2454,51,115
2454,53,200
2454,56,210
2454,68,82
2454,68,228
2454,78,122
2454,78,204
2454,78,234
2454,83,207
2454,83,223
2454,88,130
2454,90,130
2454,97,200
2454,98,99
2454,98,112
2454,99,112
2454,104,108
2454,104,111
2454,104,113
2454,104,235
2454,108,111
2454,108,235
2454,111,235
2454,113,235
2454,122,204
2454,130,204
2454,130,222
2454,133,158
2454,133,177
2454,138,207
2454,138,223
2454,149,230
2454,158,177
2454,159,181
2454,170,220
2454,201,232
2454,207,223
2454,210,234
2454,237,241
2455,15,61
2455,16,47
2455,16,53
2455,23,179
2455,33,203
2455,47,97
2455,47,200
2455,51,115
2455,53,200
2455,56,210
2455,58,194
2455,68,82
2455,78,234
2455,80,227
2455,83,207
2455,97,200
2455,98,99
2455,98,112
2455,99,112
2455,104,108
2455,104,111
2455,104,113
2455,108,111
2455,133,158
2455,133,177
2455,133,201
2455,136,179
2455,138,207
2455,138,223
2455,149,230
2455,158,177
2455,158,201
2455,170,204
2455,170,220
2455,197,204
2455,197,220
2455,204,220
2455,204,234
2455,207,223
2455,237,241
2456,6,48
2456,8,99
2456,15,61
2456,15,112
2456,16,47
2456,16,53
2456,16,200
2456,19,136
2456,20,28
2456,23,179
2456,33,203
2456,36,198
2456,52,198
2456,53,200
2456,56,210
2456,58,130
2456,68,82
2456,68,228
2456,72,168
2456,78,122
2456,80,197
2456,83,237
2456,97,200
2456,98,99
2456,98,112
2456,99,112
2456,104,108
2456,104,111
2456,104,113
2456,108,111
2456,111,235
2456,113,235
2456,131,132
2456,131,148
2456,132,148
2456,136,179
2456,138,223
2456,149,230
2456,158,177
2456,163,171
2456,163,202
2456,170,197
2456,204,234
2456,207,220
2456,207,237
2457,6,48
2457,13,97
2457,15,61
2457,15,112
2457,16,53
2457,16,97
2457,16,200
2457,23,136
2457,23,179
2457,25,179
2457,33,203
2457,35,114
2457,36,208
2457,48,235
2457,55,177
2457,56,210
2457,62,83
2457,62,194
2457,62,237
2457,68,118
2457,83,194
2457,83,237
2457,86,114
2457,97,200
2457,98,99
2457,98,112
2457,99,112
2457,108,111
2457,108,113
2457,108,235
2457,111,113
2457,111,235
2457,130,194
2457,130,230
2457,131,162
2457,133,177
2457,136,179
2457,138,223
2457,149,220
2457,149,230
2457,171,202
2457,194,237
2457,209,220
2457,209,241
2457,210,227
2458,6,48
2458,8,99
2458,15,61
2458,16,53
2458,16,97
2458,19,136
2458,33,203
2458,34,114
2458,36,208
2458,48,235
2458,53,97
2458,53,200
2458,56,72
2458,56,170
2458,56,197
2458,56,210
2458,62,116
2458,62,194
2458,62,222
2458,62,237
2458,68,82
2458,80,227
2458,83,237
2458,97,200
2458,98,99
2458,98,112
2458,99,112
2458,108,113
2458,108,235
2458,111,235
2458,122,234
2458,133,177
2458,138,223
2458,149,230
2458,158,201
2458,163,202
2458,168,170
2458,170,197
2458,170,210
2458,171,202
2458,194,222
2458,194,237
2458,220,222
2458,220,234
2459,2,28
2459,2,54
2459,13,16
2459,15,112
2459,16,53
2459,16,200
2459,19,23
2459,23,179
2459,25,179
2459,30,114
2459,33,203
2459,48,235
2459,53,200
2459,56,210
2459,62,132
2459,62,194
2459,68,118
2459,68,228
2459,78,168
2459,78,220
2459,80,227
2459,83,116
2459,97,200
2459,98,99
2459,98,112
2459,99,112
2459,104,108
2459,104,111
2459,104,113
2459,104,235
2459,108,113
2459,108,235
2459,111,235
2459,122,168
2459,122,234
2459,130,222
2459,132,194
2459,133,170
2459,133,177
2459,138,207
2459,138,223
2459,149,230
2459,154,159
2459,168,220
2459,171,202
2459,197,234
2459,207,223
2459,209,241
2460,2,54
2460,6,48
2460,13,16
2460,23,179
2460,33,203
2460,35,114
2460,36,208
2460,47,97
2460,51,115
2460,53,97
2460,53,200
2460,55,170
2460,56,210
2460,62,118
2460,62,132
2460,62,194
2460,78,168
2460,80,227
2460,83,204
2460,86,114
2460,88,130
2460,97,200
2460,98,99
2460,98,112
2460,99,112
2460,108,111
2460,108,113
2460,111,235
2460,132,194
2460,133,158
2460,133,177
2460,133,232
2460,138,223
2460,149,230
2460,157,197
2460,163,171
2460,163,202
2460,170,197
2460,171,202
2460,204,237
2461,6,48
2461,15,61
2461,20,71
2461,30,114
2461,33,203
2461,35,114
2461,36,52
2461,36,208
2461,47,200
2461,48,104
2461,48,235
2461,51,115
2461,56,210
2461,62,132
2461,68,209
2461,68,241
2461,72,181
2461,80,227
2461,83,237
2461,88,130
2461,88,222
2461,98,99
2461,98,112
2461,99,112
2461,104,108
2461,104,111
2461,104,235
2461,111,235
2461,132,194
2461,133,197
2461,138,223
2461,149,230
2461,163,171
2461,163,202
2461,170,197
2461,171,202
2461,177,197
2462,6,48
2462,6,235
2462,9,179
2462,13,16
2462,13,97
2462,15,61
2462,20,71
2462,30,114
2462,33,51
2462,33,203
2462,36,52
2462,47,97
2462,47,200
2462,48,235
2462,51,119
2462,56,210
2462,62,132
2462,62,194
2462,72,158
2462,72,177
2462,72,201
2462,80,227
2462,88,222
2462,97,200
2462,98,99
2462,98,112
2462,99,112
2462,104,108
2462,108,111
2462,108,235
2462,111,235
2462,130,222
2462,138,223
2462,158,177
2462,158,197
2462,163,171
2462,163,202
2462,171,202
2462,201,228
2462,201,232
2462,220,222
2462,220,223
2463,8,99
2463,13,16
2463,15,61
2463,16,97
2463,16,200
2463,47,53
2463,47,97
2463,47,200
2463,48,104
2463,48,235
2463,53,200
2463,55,72
2463,56,210
2463,62,83
2463,62,132
2463,62,194
2463,68,201
2463,72,170
2463,72,197
2463,78,122
2463,78,220
2463,78,234
2463,83,237
2463,83,241
2463,88,222
2463,97,200
2463,98,99
2463,98,112
2463,99,112
2463,104,108
2463,104,111
2463,104,235
2463,108,111
2463,108,235
2463,111,235
2463,115,203
2463,138,223
2463,149,230
2463,163,171
2463,163,202
2463,170,197
2463,171,202
2463,201,232
2463,220,234
2463,228,232
2463,237,241
2464,2,54
2464,8,99
2464,13,47
2464,15,61
2464,20,28
2464,34,114
2464,36,52
2464,47,97
2464,47,200
2464,56,210
2464,58,168
2464,62,118
2464,62,194
2464,68,133
2464,68,163
2464,72,170
2464,72,197
2464,82,228
2464,83,241
2464,90,130
2464,98,99
2464,98,112
2464,99,112
2464,108,111
2464,108,113
2464,122,234
2464,133,158
2464,133,197
2464,138,223
2464,149,230
2464,158,232
2464,163,171
2464,170,197
2464,171,202
2464,228,234
2465,6,235
2465,13,16
2465,13,97
2465,15,61
2465,34,114
2465,35,114
2465,48,235
2465,51,203
2465,52,198
2465,56,210
2465,62,168
2465,62,194
2465,68,82
2465,68,228
2465,82,228
2465,88,222
2465,97,200
2465,98,99
2465,98,112
2465,99,112
2465,104,108
2465,104,111
2465,104,113
2465,108,235
2465,113,235
2465,115,203
2465,133,232
2465,136,179
2465,138,223
2465,149,230
2465,163,202
2465,171,202
2465,194,222
2466,6,48
2466,13,16
2466,13,53
2466,15,61
2466,33,51
2466,33,203
2466,35,114
2466,36,52
2466,36,98
2466,36,99
2466,48,235
2466,53,200
2466,56,210
2466,62,194
2466,62,207
2466,68,82
2466,68,228
2466,72,122
2466,72,220
2466,78,122
2466,78,234
2466,83,237
2466,90,130
2466,97,200
2466,98,99
2466,98,112
2466,99,112
2466,104,108
2466,104,111
2466,104,235
2466,108,235
2466,111,113
2466,111,235
2466,115,203
2466,115,214
2466,133,232
2466,136,179
2466,138,220
2466,138,223
2466,149,230
2466,162,234
2466,163,171
2466,163,202
2466,170,210
2466,170,232
2466,177,201
2466,177,232
2466,194,207
2467,6,48
2467,13,16
2467,13,97
2467,15,61
2467,30,114
2467,33,214
2467,48,235
2467,55,170
2467,55,197
2467,56,133
2467,62,194
2467,62,207
2467,68,82
2467,72,220
2467,78,234
2467,80,87
2467,82,163
2467,97,200
2467,98,99
2467,98,112
2467,99,112
2467,104,108
2467,104,111
2467,104,113
